"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/teachingscience","Free","University of Zurich","Teaching Science at University","Business Psychology, Entrepreneurship, Human Resources, People Development, Supply Chain and Logistics, Leadership and Management, Planning, Teaching, Human Learning","Skills you'll gain:","4.6","(150 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d2/59ea7d14bc45058bd02fdad0e8a462/E5CCF95E-D2C5-4F0C-82F0-3C96532277F7.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/gis-1","Free","École Polytechnique Fédérale de Lausanne","Geographical Information Systems - Part 1","","","3.6","(59 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f5/6aa87066c011e5b0385154252e9a14/SIG_vignette.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/mobilite-afrique","Free","École Polytechnique Fédérale de Lausanne","Villes africaines: Mobilités et transports urbains","Supply Chain and Logistics, Transportation Operations Management","Skills you'll gain:","4.4","(18 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f2/a61b805d4f11e5ba70f59e49168db4/vignette_Mobi_transp_Sakho.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/metaphysics","Free","Erasmus University Rotterdam","Reality Bites: Introduction to metaphysics","","","","","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/digital-democracy","Free","University of Michigan","Securing Digital Democracy","System Security, Security Strategy, Operating Systems, Human Computer Interaction, Computer Security Incident Management, Security, Human Factors (Security), Security Engineering, Software Security","Skills you'll gain:","4.8","(157 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/optimizacin-de-redes-neuronales-profundas","Free","Universidad Austral","Optimización de Redes Neuronales Profundas","","","","","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/cybersecurity","Free","EIT Digital","Cybersecurity Awareness and Innovation","Operating Systems, System Security, Security Strategy, Leadership and Management, Password, Computer Networking, Security Engineering, Cyberattacks, Network Security, Software Security","Skills you'll gain:","4.7","(472 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/muslim-world","Free","University of Copenhagen","Constitutional Struggles in the Muslim World","Human Resources, People Analysis, Business Psychology, Leadership and Management, Culture, Constitution, Business Analysis","Skills you'll gain:","4.8","(656 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/animer-seance-collaborative","Free","ESSEC Business School","Animer une séance collaborative","Human Resources, Conflict Management, Leadership and Management, Communication, Collaboration","Skills you'll gain:","4.5","(468 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/philosophy-science-religion-3","Free","The University of Edinburgh","Philosophy, Science and Religion: Religion and Science","Philosophy, Computer Graphic Techniques, Business Analysis, Computer Graphics, Strategy and Operations, Probability & Statistics, Research and Design, Religion, Biostatistics, Critical Thinking","Skills you'll gain:","4.6","(164 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/74/727ec0df3911e783bf4b2cac9aef04/psr3-mooc-thumbnail.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews","Free","University of Copenhagen","Patient Perspectives on Medications: Qualitative Interviews","Strategy and Operations, Entrepreneurship, Interview, Human Resources, Marketing, Sales","Skills you'll gain:","","","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ed/f8349686824d75a86c5a4ac5b65f78/Coursera_logo_Qualitative-Interviews.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/microscopy","Free","École Polytechnique Fédérale de Lausanne","Transmission electron microscopy for materials science","Theoretical Computer Science, Research and Design, Mathematics, Scientific Visualization, Experiment, Probability & Statistics, Linear Algebra, Business Analysis, Data Visualization, Algorithms, Process Analysis","Skills you'll gain:","4.6","(96 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f2/e1fc20133d11e99d7c9bb1d3b22877/Microscopie1200.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/solar-cell","Free","Technical University of Denmark (DTU)","Organic Solar Cells - Theory and Practice","Research and Design, Materials, Entrepreneurship, Energy, Solar Energy, Design and Product, Problem Solving, Leadership and Management, Manufacturing Process Management","Skills you'll gain:","4.7","(1.2k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/62/040936a05bcf8d847faa43507272c1/DSC_1914.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/arte-publico-pedagogia","Free","Duke University","ART of the MOOC: Arte Público y Pedagogía","Strategy and Operations, Entrepreneurship, Business Psychology, Deep Learning, Human Computer Interaction, Creativity, Business Analysis, Leadership and Management, Interactive Design, Culture, Computer Graphics, Machine Learning, Critical Thinking, Research and Design","Skills you'll gain:","4.6","(111 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/4a6fe07a9e11e6831bb1322c9eccaa/ARToftheMOOC_I_Coursera_LPage_Image_Final_Esp.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/sport-sponsorship","Free","Universitat Autònoma de Barcelona","Sport Sponsorship. Let them Play","Communication, Brand Management, Leadership and Management, Public Relations, Marketing","Skills you'll gain:","4.4","(239 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5c/a6c19033ad11e68ddebbdc23c40364/Portada_coursera.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/whendisastermeetsconflict","Free","Erasmus University Rotterdam","When Disaster Meets Conflict","Research and Design, Strategy and Operations, Leadership and Management, Conflict Management, Analysis, Business Analysis, Ethics, Human Resources, Critical Thinking","Skills you'll gain:","4.8","(48 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/sampling-methods-es","Free","University of Michigan","Muestreo de personas, redes y registros","","","","","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/mediterraneanhistory","Free","Universitat de Barcelona","The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)","Culture, History, Business Psychology, Leadership and Management","Skills you'll gain:","4.3","(211 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/global-health-overview","Free","University of Geneva","Global Health: An Interdisciplinary Overview","Public Health, Human Resources, Epidemiology, Leadership and Management, Risk Management, Probability & Statistics, Finance, Leadership Development","Skills you'll gain:","4.5","(436 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/digitalmedia","Free","University of London","Creative Programming for Digital Media & Mobile Apps","","","4.1","(54 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/geographie-politique-culturelle-frontieres","Free","University of Geneva","Frontières en tous genres","","","4.3","(18 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/interest-rate-models","Free","École Polytechnique Fédérale de Lausanne","Interest Rate Models","Probability & Statistics, Derivative, Data Analysis, Interest, Investment Management, Business Analysis, Accounting, Finance, General Statistics, Financial Analysis","Skills you'll gain:","4.5","(172 reviews)","Advanced · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/29/9834a062f111e6b551ffcefd40a275/InterestRates5b.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/motion-and-kinetics","Free","Georgia Institute of Technology","Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion","Research and Design, Mathematics, Entrepreneurship, Leadership and Management, Mechanical Engineering, Problem Solving","Skills you'll gain:","4.8","(289 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/a1cd40371811e69af1332be4625714/AdvancedEngineeringSystem.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/ecologie-politique","Free","University of Lausanne","Ecologie Politique: défi de la durabilité pour les démocraties","Strategy and Operations, Critical Thinking, Research and Design, Business Analysis","Skills you'll gain:","4.8","(186 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/13/d01d90d7fe11e682f4b3a073e01b99/logo-mooc-bourg.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/projects/canva-design-digital-course-collateral","","Coursera Project Network","Use Canva to Design Digital Course Collateral","Computer Graphics, Graphic Design","Skills you'll gain:","4.6","(884 reviews)","Advanced · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/projects/preparation-for-job-interviews","","Coursera Project Network","Preparation for Job Interviews","Confidence, Interview","Skills you'll gain:","4.5","(292 reviews)","Beginner · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/projects/getting-started-in-google-analytics","","Coursera Project Network","Getting Started in Google Analytics","Data Analysis, Financial Analysis, Web Development, Back-End Web Development, Analysis, Google Analytics, Data Management, Analytics","Skills you'll gain:","4.4","(1.2k reviews)","Beginner · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/projects/build-a-mobile-app-with-google-sheets-on-glide-and-no-coding","","Coursera Project Network","Build a mobile app with Google Sheets on Glide and no coding","Software Engineering, Application Design, Mobile Development, Mobile App, Application Development","Skills you'll gain:","4.5","(433 reviews)","Beginner · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/learn/ai2","Free","National Taiwan University","人工智慧：機器學習與理論基礎 (Artificial Intelligence - Learning & Theory)","Machine Learning","Skills you'll gain:","4.6","(45 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/robotics1","Free","National Taiwan University","機器人學一 (Robotics (1))","Software Engineering, Software Testing, Mathematics, Linear Algebra, Algebra, Robotics, Matlab","Skills you'll gain:","4.7","(55 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/tang-poems","Free","National Taiwan University","唐詩新思路 (Tang Poetry)","Business Psychology, Entrepreneurship, People Analysis, Human Resources, Business Analysis, Culture, Leadership and Management, Human Learning","Skills you'll gain:","4.9","(483 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/chang-jian-man-xing-bing","Free","Shanghai Jiao Tong University","常见慢性病的健康管理","","","4.7","(21 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/learn-intermediate-chinese-mandarin","Free","National Taiwan University","是誰在說話 -- 可愛的臺灣。（Intermediate Chinese）","Business Psychology, History, Listening, Culture, Leadership and Management, Grammar, Chinese Language, Language","Skills you'll gain:","4.8","(149 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/zhuangzi2","Free","National Taiwan University","莊子─人情 (Zhuangzi─Between People)","","","5.0","(43 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/teach-children-with-visual-impairment","Free","University of Cape Town","Teaching Children with Visual Impairment: Creating Empowering Classrooms","Professional Development, Leadership and Management, Mental Health, Education","Skills you'll gain:","4.8","(124 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/mechanics-of-materials-1","Free","National Taiwan University","材料力學一 (Mechanics of Materials (1))","","","4.9","(32 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/operations-research-theory","Free","National Taiwan University","Operations Research (3): Theory","Strategy and Operations, Mathematics, Research and Design, Operations Research, Mathematical Theory & Analysis","Skills you'll gain:","5.0","(38 reviews)","Advanced · Course · 1-3 Months",""
"https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2","Free","University of Colorado Boulder","Magnetics for Power Electronic Converters","Mathematics, Linear Algebra, Power Electronics, Applied Mathematics, Electronics","Skills you'll gain:","4.8","(85 reviews)","Intermediate · Course · 1-4 Weeks",""
